Video,Label,Frame,Cheek_Right_Mag,FPS
video11_final.mp4,Healthy,43,0.009562858481682679,20.0
video11_final.mp4,Healthy,44,0.005840920644563362,20.0
video11_final.mp4,Healthy,45,0.0061911281443959385,20.0
video11_final.mp4,Healthy,46,0.007280794842634096,20.0
video11_final.mp4,Healthy,47,0.004250585607220211,20.0
video11_final.mp4,Healthy,48,0.006828911545381597,20.0
video11_final.mp4,Healthy,49,0.0120587857367702,20.0
video11_final.mp4,Healthy,50,0.011608512381628893,20.0
video11_final.mp4,Healthy,51,0.00604119214438825,20.0
video11_final.mp4,Healthy,52,0.027260227230755933,20.0
video11_final.mp4,Healthy,53,0.024996496090742122,20.0
video11_final.mp4,Healthy,54,0.040473056379372596,20.0
video11_final.mp4,Healthy,55,0.026025910163025356,20.0
video11_final.mp4,Healthy,56,0.01416723958986706,20.0
video11_final.mp4,Healthy,57,0.02218878409214633,20.0
video11_final.mp4,Healthy,58,0.01765579027905407,20.0
video11_final.mp4,Healthy,59,0.01721250419417859,20.0
video11_final.mp4,Healthy,60,0.016301440467777102,20.0
video11_final.mp4,Healthy,61,0.011524414491801272,20.0
video11_final.mp4,Healthy,62,0.05041154198141586,20.0
video11_final.mp4,Healthy,63,0.020476921241229767,20.0
video11_final.mp4,Healthy,64,0.024911976545239144,20.0
video11_final.mp4,Healthy,65,0.010371433557060489,20.0
video11_final.mp4,Healthy,66,0.01559522106838156,20.0
video11_final.mp4,Healthy,67,0.010691817724645957,20.0
video11_final.mp4,Healthy,68,0.005835077561140061,20.0
video11_final.mp4,Healthy,69,0.025432397908457492,20.0
video11_final.mp4,Healthy,70,0.014084334169108722,20.0
video11_final.mp4,Healthy,71,0.007794844346582218,20.0
video11_final.mp4,Healthy,72,0.01128425612024173,20.0
video11_final.mp4,Healthy,73,0.005048019552251623,20.0
video11_final.mp4,Healthy,74,0.01241419295799163,20.0
video11_final.mp4,Healthy,75,0.03600380204430535,20.0
video11_final.mp4,Healthy,76,0.03983863089179847,20.0
video11_final.mp4,Healthy,77,0.02761192724601315,20.0
video11_final.mp4,Healthy,78,0.023009489551276633,20.0
video11_final.mp4,Healthy,79,0.016223714593950514,20.0
video11_final.mp4,Healthy,80,0.027818301285456315,20.0
video11_final.mp4,Healthy,81,0.017126967536662485,20.0
