Video,Label,Frame,Eye_Right_Mag,FPS
video10_final.mp4,Healthy,75,0.0022078034257124505,20.0
video10_final.mp4,Healthy,76,0.0216569842932863,20.0
video10_final.mp4,Healthy,77,0.010931507767857687,20.0
video10_final.mp4,Healthy,78,0.00426318529788468,20.0
video10_final.mp4,Healthy,79,0.0064088011271283725,20.0
video10_final.mp4,Healthy,80,0.011056965135412622,20.0
video10_final.mp4,Healthy,81,0.009490506342675648,20.0
video10_final.mp4,Healthy,82,0.01620818636787622,20.0
video10_final.mp4,Healthy,83,0.028904193004087777,20.0
video10_final.mp4,Healthy,84,0.05131167979485063,20.0
video10_final.mp4,Healthy,85,0.04214643987654492,20.0
video10_final.mp4,Healthy,86,0.04693069852810951,20.0
video10_final.mp4,Healthy,87,0.02203558926740447,20.0
video10_final.mp4,Healthy,88,0.027281709986130456,20.0
video10_final.mp4,Healthy,89,0.023429244249752988,20.0
video10_final.mp4,Healthy,90,0.02746048862135269,20.0
video10_final.mp4,Healthy,91,0.014389412600742488,20.0
video10_final.mp4,Healthy,92,0.00821642552268619,20.0
video10_final.mp4,Healthy,93,0.0037628823040507906,20.0
video10_final.mp4,Healthy,94,0.027712793707942444,20.0
video10_final.mp4,Healthy,95,0.015787461617421197,20.0
video10_final.mp4,Healthy,96,0.014375574225288056,20.0
video10_final.mp4,Healthy,97,0.016038691441884703,20.0
video10_final.mp4,Healthy,98,0.06673291507436237,20.0
video10_final.mp4,Healthy,99,0.06442114614687112,20.0
video10_final.mp4,Healthy,100,0.08643659739163148,20.0
video11_final.mp4,Healthy,1,0.0,20.0
video11_final.mp4,Healthy,2,0.009946339569733337,20.0
video11_final.mp4,Healthy,3,0.004136150573110714,20.0
video11_final.mp4,Healthy,4,0.006425500392971775,20.0
video11_final.mp4,Healthy,5,0.007535395949645783,20.0
video11_final.mp4,Healthy,6,0.009853827351521587,20.0
video11_final.mp4,Healthy,7,0.006620641258755899,20.0
video11_final.mp4,Healthy,8,0.010853687916662776,20.0
video11_final.mp4,Healthy,9,0.010780719180168168,20.0
video11_final.mp4,Healthy,10,0.006959952324727992,20.0
video11_final.mp4,Healthy,11,0.0038713806086408376,20.0
video11_final.mp4,Healthy,12,0.007860674387320432,20.0
video11_final.mp4,Healthy,13,0.004808384016328612,20.0
video11_final.mp4,Healthy,14,0.0058146901490227915,20.0
video11_final.mp4,Healthy,15,0.008449199266103203,20.0
video11_final.mp4,Healthy,16,0.004004782741362127,20.0
video11_final.mp4,Healthy,17,0.004396403820156359,20.0
video11_final.mp4,Healthy,18,0.008989894363267652,20.0
video11_final.mp4,Healthy,19,0.011901127490573026,20.0
video11_final.mp4,Healthy,20,0.023747224848131587,20.0
video11_final.mp4,Healthy,21,0.01154010829472823,20.0
video11_final.mp4,Healthy,22,0.010162534754903299,20.0
video11_final.mp4,Healthy,23,0.0070613694055862925,20.0
video11_final.mp4,Healthy,24,0.020485507129043793,20.0
video11_final.mp4,Healthy,25,0.007309672439512584,20.0
video11_final.mp4,Healthy,26,0.0060915064462008645,20.0
video11_final.mp4,Healthy,27,0.009246939947784515,20.0
video11_final.mp4,Healthy,28,0.005655405268745189,20.0
video11_final.mp4,Healthy,29,0.007668402736943358,20.0
video11_final.mp4,Healthy,30,0.01652168582189163,20.0
video11_final.mp4,Healthy,31,0.006586218816086206,20.0
video11_final.mp4,Healthy,32,0.00881115929849814,20.0
video11_final.mp4,Healthy,33,0.005169825499750204,20.0
video11_final.mp4,Healthy,34,0.00858922005377667,20.0
video11_final.mp4,Healthy,35,0.007815443260847986,20.0
video11_final.mp4,Healthy,36,0.0058651797996439456,20.0
video11_final.mp4,Healthy,37,0.009822579644731974,20.0
video11_final.mp4,Healthy,38,0.00429792745271403,20.0
video11_final.mp4,Healthy,39,0.0055817072389332464,20.0
video11_final.mp4,Healthy,40,0.006653091313573196,20.0
video11_final.mp4,Healthy,41,0.006655371369971193,20.0
video11_final.mp4,Healthy,42,0.009541675004802226,20.0
video11_final.mp4,Healthy,43,0.013204405471393626,20.0
video11_final.mp4,Healthy,44,0.00885397215641494,20.0
video11_final.mp4,Healthy,45,0.009248592326935324,20.0
video11_final.mp4,Healthy,46,0.004440437310771939,20.0
video11_final.mp4,Healthy,47,0.01041223534093533,20.0
video11_final.mp4,Healthy,48,0.006761849857494364,20.0
video11_final.mp4,Healthy,49,0.007055825101720442,20.0
video11_final.mp4,Healthy,50,0.009615413907395093,20.0
video11_final.mp4,Healthy,51,0.008085918125907275,20.0
video11_final.mp4,Healthy,52,0.007987113133789447,20.0
video11_final.mp4,Healthy,53,0.030716904114445127,20.0
video11_final.mp4,Healthy,54,0.0690872825192508,20.0
video11_final.mp4,Healthy,55,0.051178052049028,20.0
video11_final.mp4,Healthy,56,0.027668879010739802,20.0
video11_final.mp4,Healthy,57,0.03169349902592886,20.0
video11_final.mp4,Healthy,58,0.02304727531998378,20.0
video11_final.mp4,Healthy,59,0.029741206969671807,20.0
video11_final.mp4,Healthy,60,0.020140097390372615,20.0
video11_final.mp4,Healthy,61,0.010373828535036088,20.0
video11_final.mp4,Healthy,62,0.04054025723481514,20.0
video11_final.mp4,Healthy,63,0.025813367958607166,20.0
video11_final.mp4,Healthy,64,0.02714395850622793,20.0
video11_final.mp4,Healthy,65,0.009873869247418121,20.0
video11_final.mp4,Healthy,66,0.02015786553177341,20.0
video11_final.mp4,Healthy,67,0.01108591515992792,20.0
