Video,Label,Frame,Eye_Left_Mag,FPS
video11_final.mp4,Healthy,87,0.008562731053296434,20.0
video11_final.mp4,Healthy,88,0.006105117362766213,20.0
video11_final.mp4,Healthy,89,0.01770135091244916,20.0
video11_final.mp4,Healthy,90,0.004719229957603427,20.0
video11_final.mp4,Healthy,91,0.01150026772028555,20.0
video11_final.mp4,Healthy,92,0.015274825903405268,20.0
video11_final.mp4,Healthy,93,0.009885103333475653,20.0
video11_final.mp4,Healthy,94,0.006495696427550138,20.0
video11_final.mp4,Healthy,95,0.0102119000988911,20.0
video11_final.mp4,Healthy,96,0.00785415256183551,20.0
video11_final.mp4,Healthy,97,0.012936638428874627,20.0
video11_final.mp4,Healthy,98,0.012463808318016509,20.0
video11_final.mp4,Healthy,99,0.018400258111396475,20.0
video11_final.mp4,Healthy,100,0.004210378761897014,20.0
video125_final.mp4,Healthy,1,0.0,20.0
video125_final.mp4,Healthy,2,0.0201355586912689,20.0
video125_final.mp4,Healthy,3,0.0031307952158204865,20.0
video125_final.mp4,Healthy,4,0.0032178451261383255,20.0
video125_final.mp4,Healthy,5,0.01058938543702354,20.0
video125_final.mp4,Healthy,6,0.0063778065939826155,20.0
video125_final.mp4,Healthy,7,0.00505922683497424,20.0
video125_final.mp4,Healthy,8,0.011522958873970772,20.0
video125_final.mp4,Healthy,9,0.011516226861420164,20.0
video125_final.mp4,Healthy,10,0.010560089214760995,20.0
video125_final.mp4,Healthy,11,0.0072309805217445275,20.0
video125_final.mp4,Healthy,12,0.005761486558009308,20.0
video125_final.mp4,Healthy,13,0.004446496117465335,20.0
video125_final.mp4,Healthy,14,0.009835142854162156,20.0
video125_final.mp4,Healthy,15,0.005497139599826513,20.0
video125_final.mp4,Healthy,16,0.029615372527813832,20.0
video125_final.mp4,Healthy,17,0.012512977950005657,20.0
video125_final.mp4,Healthy,18,0.009938906844698593,20.0
video125_final.mp4,Healthy,19,0.013816705217823922,20.0
video125_final.mp4,Healthy,20,0.0073605367408905225,20.0
video125_final.mp4,Healthy,21,0.005077125341641152,20.0
video125_final.mp4,Healthy,22,0.010145409560061562,20.0
video125_final.mp4,Healthy,23,0.01110295332375013,20.0
video125_final.mp4,Healthy,24,0.007211058489155017,20.0
